,frame,k_cluster,outliers,silh_coef,clusters_label,quantidades,,small_clst,intermediate_clst,large_clst,small_mic,micelles
212,212,6,0,0.24708783764317188,[0 1 2 3 4 5],[10  8 10  9  8  9],"42,4",0,2,3,0,0
213,213,6,0,0.20471211421512372,[0 1 2 3 4 5],[ 7 10  9  9 10  9],"42,6",0,0,5,0,0
214,214,5,0,0.14256257121996074,[0 1 2 3 4],[ 7 17  9 10 11],"42,8",0,0,3,1,0
215,215,5,0,0.38858728926580416,[0 1 2 3 4],[ 9 17 10  8 10],43,0,1,2,1,0
216,216,6,0,0.31020969682501326,[0 1 2 3 4 5],[ 6 10  9  7  9 13],"43,2",0,1,4,0,0
217,217,6,0,0.25687732850774214,[0 1 2 3 4 5],[10  8 10  8  9  9],"43,4",0,2,3,0,0
218,218,6,0,0.24744415021853372,[0 1 2 3 4 5],[ 8 10  9  8 11  8],"43,6",0,2,3,0,0
219,219,6,0,0.26656184225718876,[0 1 2 3 4 5],[ 8 11 10  8  6 11],"43,8",0,2,3,0,0
220,220,4,0,0.5071899241416342,[0 1 2 3],[17 18  8 11],44,0,1,1,1,0
221,221,4,0,0.4927089955872287,[0 1 2 3],[17 18  8 11],"44,2",0,1,1,1,0
222,222,6,0,0.2649277677222641,[0 1 2 3 4 5],[ 9  9 11  8 10  7],"44,4",0,2,3,0,0
223,223,5,0,0.3924420927983469,[0 1 2 3 4],[ 8 10 17 10  9],"44,6",0,0,3,1,0
224,224,6,0,0.20324343237391873,[0 1 2 3 4 5],[ 7  8 10 10 11  8],"44,8",0,2,3,0,0
225,225,5,0,0.38123981109635824,[0 1 2 3 4],[ 9 11 18  6 10],45,0,1,2,1,0
226,226,6,0,0.2754695831809371,[0 1 2 3 4 5],[ 9 11  7 11  6 10],"45,2",0,2,3,0,0
227,227,6,0,0.2634072749265488,[0 1 2 3 4 5],[ 8  9  9  9  9 10],"45,4",0,0,5,0,0
228,228,6,0,0.28489013636596944,[0 1 2 3 4 5],[ 8 11  7 11 11  6],"45,6",0,2,3,0,0
229,229,5,0,0.31563466433377213,[0 1 2 3 4],[17  9 10  9  9],"45,8",0,0,4,0,0
230,230,6,0,0.2738142014190351,[0 1 2 3 4 5],[10 11  7 11  6  9],46,0,2,3,0,0
231,231,5,0,0.1467775948384541,[0 1 2 3 4],[10 10  8 10 16],"46,2",0,1,2,1,0
232,232,6,0,0.15479452319480147,[0 1 2 3 4 5],[ 7  5 11  7 11 13],"46,4",0,2,3,0,0
233,233,5,0,0.30446910667656074,[0 1 2 3 4],[10  6 12 16 10],"46,6",0,1,2,1,0
234,234,6,0,0.2676401430177106,[0 1 2 3 4 5],[ 8  9  8  9  9 11],"46,8",0,1,4,0,0
235,235,6,0,0.2812504494598532,[0 1 2 3 4 5],[ 9 10  9  9  9  8],47,0,1,4,0,0
